TXNAME,TXNAME*GENEID
NM_001179594.3,NM_001179594.3*TFA1
NM_001179593.1,NM_001179593.1*TCD2
NM_001179589.4,NM_001179589.4*YKL023W
NM_001179585.3,NM_001179585.3*RAM2
NM_001179584.3,NM_001179584.3*SWD2
NM_001179581.1,NM_001179581.1*PUT3
NM_001179578.3,NM_001179578.3*PRP40
NM_001179575.1,NM_001179575.1*MRT4
NM_001179573.1,NM_001179573.1*CAP1
NM_001179572.1,NM_001179572.1*RPL14A
NM_001179570.1,NM_001179570.1*AUR1
NM_001179568.1,NM_001179568.1*DID4
NM_001179792.3,NM_001179792.3*PAP1
NM_001179793.1,NM_001179793.1*OSH6
NM_001179797.1,NM_001179797.1*MEH1
NM_001179798.4,NM_001179798.4*RSC4
rna-tL(CAA)K,rna-tL(CAA)K*tL(CAA)K
NM_001179803.3,NM_001179803.3*PRY2
NM_001179806.1,NM_001179806.1*MIC60
NM_001179810.1,NM_001179810.1*VPS51
NM_001179811.4,NM_001179811.4*ALY1
NM_001179813.3,NM_001179813.3*YKR023W
NM_001179815.3,NM_001179815.3*RPC37
rna-tR(ACG)K,rna-tR(ACG)K*tR(ACG)K
NM_001179817.3,NM_001179817.3*BCH2
NM_001179818.2,NM_001179818.2*SAP190
NM_001179820.1,NM_001179820.1*GMH1
NM_001348851.1,NM_001348851.1*YKR032W
NM_001179824.1,NM_001179824.1*DAL80
NM_001184309.3,NM_001184309.3*DID2
NM_001179829.3,NM_001179829.3*GAP1
rna-tA(AGC)K2,rna-tA(AGC)K2*tA(AGC)K2
NM_001179831.1,NM_001179831.1*YKR041W
NM_001179832.3,NM_001179832.3*UTH1
NM_001179834.3,NM_001179834.3*UIP5
NM_001179840.1,NM_001179840.1*TRK2
NM_001179841.3,NM_001179841.3*YKR051W
NM_001179845.3,NM_001179845.3*RHO4
NM_001179846.1,NM_001179846.1*TRM2
NM_001179847.3,NM_001179847.3*RPS21A
NM_001179848.1,NM_001179848.1*GLG1
NM_001179849.3,NM_001179849.3*TIF1
NM_001179850.1,NM_001179850.1*UTP30
NM_001179851.3,NM_001179851.3*KTR2
NM_001179852.1,NM_001179852.1*TFA2
NM_001179854.1,NM_001179854.1*OAF3
NM_001179857.3,NM_001179857.3*GPT2
NM_001179859.3,NM_001179859.3*MET1
NM_001179860.1,NM_001179860.1*YKR070W
rna-tK(UUU)K,rna-tK(UUU)K*tK(UUU)K
NM_001179864.3,NM_001179864.3*AIM29
NM_001179866.3,NM_001179866.3*ECM4
NM_001179867.1,NM_001179867.1*MSA2
NM_001179868.3,NM_001179868.3*YKR078W
NM_001179870.3,NM_001179870.3*MTD1
NM_001179872.3,NM_001179872.3*NUP133
NM_001179876.3,NM_001179876.3*PRP16
NM_001179880.4,NM_001179880.4*PXL1
NM_001179881.1,NM_001179881.1*SRL3
NM_001179883.1,NM_001179883.1*PTR2
NM_001179885.1,NM_001179885.1*MLP1
NM_001184522.3,NM_001184522.3*PCC1
NM_001179886.1,NM_001179886.1*ESL2
NM_001179887.3,NM_001179887.3*PCK1
NM_001179889.3,NM_001179889.3*BAS1
NM_001179891.3,NM_001179891.3*SIR1
NM_001179892.1,NM_001179892.1*FLO10
NM_001179893.3,NM_001179893.3*NFT1
NM_001179894.1,NM_001179894.1*YKR104W
NM_001179896.1,NM_001179896.1*GEX2
NM_001179789.1,NM_001179789.1*PAU16
NM_001179787.1,NM_001179787.1*YKL222C
NM_001179785.1,NM_001179785.1*FRE2
NM_001179783.1,NM_001179783.1*SRY1
NM_001179780.1,NM_001179780.1*OXP1
NM_001179779.1,NM_001179779.1*YRA2
NM_001179778.1,NM_001179778.1*DOA1
NM_001179776.1,NM_001179776.1*TRP3
NM_001179774.1,NM_001179774.1*STE6
rna-tT(CGU)K,rna-tT(CGU)K*TRT2
NM_001179771.1,NM_001179771.1*ADD66
NM_001179768.1,NM_001179768.1*TOR2
NM_001179766.1,NM_001179766.1*MNN4
NM_001179764.2,NM_001179764.2*PTK1
NM_001179763.1,NM_001179763.1*PEX1
NM_001179762.1,NM_001179762.1*YKT6
NM_001179760.1,NM_001179760.1*MST1
NM_001179759.1,NM_001179759.1*SDS22
NM_001179758.1,NM_001179758.1*ACP1
NM_001179754.1,NM_001179754.1*PXA2
NM_001179753.1,NM_001179753.1*FAT3
NM_001179752.1,NM_001179752.1*MTR2
NM_001184557.1,NM_001184557.1*YKL183C-A
NM_001179745.1,NM_001179745.1*COY1
NM_001179744.1,NM_001179744.1*STE3
NM_001179742.1,NM_001179742.1*LST4
NM_001179740.1,NM_001179740.1*TPO5
NM_001179734.1,NM_001179734.1*KKQ8
NM_001179733.1,NM_001179733.1*MRP49
NM_001179732.1,NM_001179732.1*TPK3
NM_001179731.1,NM_001179731.1*MCD4
rna-tE(UUC)K,rna-tE(UUC)K*tE(UUC)K
NM_001179730.1,NM_001179730.1*PIR1
NM_001179728.1,NM_001179728.1*YKL162C
NM_001179727.1,NM_001179727.1*KDX1
NM_001179725.1,NM_001179725.1*RCN1
NM_001179721.1,NM_001179721.1*RSM22
rna-tR(UCU)K,rna-tR(UCU)K*tR(UCU)K
NM_001179718.1,NM_001179718.1*GPM1
NM_001179717.1,NM_001179717.1*NNR2
NM_001179715.1,NM_001179715.1*DBR1
NM_001179714.1,NM_001179714.1*SDH1
NM_001179710.1,NM_001179710.1*RPC25
NM_001184513.1,NM_001184513.1*HSK3
NM_001179704.1,NM_001179704.1*MRPL31
NM_001179701.1,NM_001179701.1*APL2
NM_001179700.2,NM_001179700.2*OCT1
NM_001179699.2,NM_001179699.2*YKL133C
NM_001179698.1,NM_001179698.1*RMA1
NM_001179696.1,NM_001179696.1*SHE2
NM_001179695.2,NM_001179695.2*MYO3
NM_001179694.1,NM_001179694.1*PMU1
NM_001179688.1,NM_001179688.1*SRP21
NM_001179685.1,NM_001179685.1*VPH2
NM_001179682.1,NM_001179682.1*PRR1
NM_001179680.1,NM_001179680.1*APN1
NM_001179679.1,NM_001179679.1*RAD27
NM_001179676.1,NM_001179676.1*KTI12
NM_001184482.1,NM_001184482.1*YKL106C-A
NM_001179671.1,NM_001179671.1*SEG2
NM_001179670.1,NM_001179670.1*GFA1
NM_001179669.1,NM_001179669.1*APE1
NM_001348849.1,NM_001348849.1*YKL102C
NM_001179666.1,NM_001179666.1*YPF1
NM_001179665.1,NM_001179665.1*UTP11
NM_001348850.1,NM_001348850.1*YKL097C
NM_001184604.1,NM_001184604.1*YKL096C-B
NM_001179658.1,NM_001179658.1*BUD2
NM_001179657.1,NM_001179657.1*YKL091C
NM_001179653.1,NM_001179653.1*CYT2
NM_001179648.1,NM_001179648.1*RRP14
NM_001179641.1,NM_001179641.1*YKL075C
NM_001179640.1,NM_001179640.1*MUD2
rna-tV(AAC)K1,rna-tV(AAC)K1*tV(AAC)K1
rna-tH(GUG)K,rna-tH(GUG)K*tH(GUG)K
NM_001179631.2,NM_001179631.2*YET1
NM_001179629.1,NM_001179629.1*YKL063C
NM_001179626.1,NM_001179626.1*FBA1
NM_001179625.1,NM_001179625.1*MPE1
NM_001179623.1,NM_001179623.1*NUP120
NM_001179622.1,NM_001179622.1*TMA19
NM_001179621.2,NM_001179621.2*OAR1
NM_001179620.1,NM_001179620.1*DEF1
NM_001184336.1,NM_001184336.1*MDM35
NM_001179618.1,NM_001179618.1*ASK1
NM_001179616.1,NM_001179616.1*YKL050C
NM_001179615.1,NM_001179615.1*CSE4
NM_001179614.1,NM_001179614.1*ELM1
NM_001179612.1,NM_001179612.1*DCW1
NM_001179606.3,NM_001179606.3*NFU1
NM_001179598.3,NM_001179598.3*IXR1
NM_001179595.1,NM_001179595.1*MAE1
NM_001179592.3,NM_001179592.3*GPX1
NM_001179591.1,NM_001179591.1*PAN3
NM_001179590.3,NM_001179590.3*URA6
NM_001184683.1,NM_001184683.1*YKL023C-A
NM_001179588.1,NM_001179588.1*CDC16
NM_001179587.3,NM_001179587.3*MAK11
NM_001179586.1,NM_001179586.1*SPT23
NM_001184481.1,NM_001184481.1*YKL018C-A
NM_001179583.1,NM_001179583.1*HCS1
NM_001179582.3,NM_001179582.3*ATP7
NM_001179580.3,NM_001179580.3*URB1
NM_001179579.1,NM_001179579.1*ARC19
NM_001179577.1,NM_001179577.1*CCE1
NM_001179576.3,NM_001179576.3*UFD4
NM_001179574.3,NM_001179574.3*LAC1
NM_001180028.3,NM_001180028.3*SFT1
NR_132202.1,NR_132202.1*snR87
NM_001179571.3,NM_001179571.3*BYE1
NM_001179569.3,NM_001179569.3*MRP17
NM_001179567.3,NM_001179567.3*MET14
NM_001179791.1,NM_001179791.1*VPS1
NM_001179794.3,NM_001179794.3*ECM9
NM_001179795.1,NM_001179795.1*YKR005C
NM_001179796.3,NM_001179796.3*MRPL13
NM_001179799.1,NM_001179799.1*FOX2
NM_001179800.3,NM_001179800.3*TOF2
NM_001179801.1,NM_001179801.1*YKR011C
NM_001179804.1,NM_001179804.1*YPT52
NM_001179805.3,NM_001179805.3*YKR015C
NM_001179807.3,NM_001179807.3*HEL1
NM_001179808.1,NM_001179808.1*YKR018C
NM_001179809.3,NM_001179809.3*IRS4
NM_001179812.1,NM_001179812.1*NTR2
NM_001179814.1,NM_001179814.1*DBP7
NM_001179816.1,NM_001179816.1*GCN3
NM_001179819.3,NM_001179819.3*SET3
NM_001179821.3,NM_001179821.3*SPO14
NM_001179826.2,NM_001179826.2*CAF4
NM_001179827.3,NM_001179827.3*SPC34
NM_001179828.1,NM_001179828.1*KAE1
rna-tD(GUC)K,rna-tD(GUC)K*tD(GUC)K
NM_001179833.1,NM_001179833.1*SHB17
NM_001179835.1,NM_001179835.1*YKR045C
NM_001179836.3,NM_001179836.3*PET10
NM_001179838.1,NM_001179838.1*NAP1
NM_001179839.3,NM_001179839.3*FMP46
NM_001179842.1,NM_001179842.1*MRS4
NM_001179843.3,NM_001179843.3*YSR3
NM_001179844.1,NM_001179844.1*DYN1
NR_132203.1,NR_132203.1*snR42
NM_001179853.3,NM_001179853.3*LAS1
NM_001179855.3,NM_001179855.3*PAM17
NM_001179856.1,NM_001179856.1*CCP1
NM_001179858.1,NM_001179858.1*BET3
NM_001179861.3,NM_001179861.3*DRE2
NM_001179862.1,NM_001179862.1*SIS2
NM_001348852.1,NM_001348852.1*YKR073C
NM_001179865.1,NM_001179865.1*YKR075C
NM_001179869.1,NM_001179869.1*TRZ1
NM_001179871.1,NM_001179871.1*RPF2
NM_001179873.1,NM_001179873.1*DAD2
NM_001179874.3,NM_001179874.3*HBS1
NM_001179875.1,NM_001179875.1*MRPL20
NM_001179877.1,NM_001179877.1*OMA1
NM_001179878.3,NM_001179878.3*TVP38
NM_001179879.1,NM_001179879.1*TGL4
NM_001179882.3,NM_001179882.3*SRP40
NM_001179884.3,NM_001179884.3*RPL40B
NM_001179888.1,NM_001179888.1*UBP11
NM_001179890.1,NM_001179890.1*SKG1
NM_001179895.3,NM_001179895.3*VBA5
NM_001184605.1,NM_001184605.1*YLL066W-B
NM_001181881.1,NM_001181881.1*MMP1
NM_001181878.1,NM_001181878.1*YLL058W
NM_001181875.1,NM_001181875.1*YCT1
NM_001181869.1,NM_001181869.1*LDB18
NM_001181863.1,NM_001181863.1*FPS1
NM_001181855.1,NM_001181855.1*GRC3
NM_001181853.1,NM_001181853.1*IRC19
NM_001181849.1,NM_001181849.1*FRA1
NM_001181848.1,NM_001181848.1*TPO1
NM_001181847.1,NM_001181847.1*ISA1
NM_001181846.1,NM_001181846.1*HSP104
rna-tP(UGG)L,rna-tP(UGG)L*tP(UGG)L
NM_001181845.1,NM_001181845.1*PAU17
NM_001181841.1,NM_001181841.1*SPA2
NM_001181835.1,NM_001181835.1*BPT1
NM_001181834.1,NM_001181834.1*EMC6
NM_001181832.1,NM_001181832.1*YEH1
NM_001181831.1,NM_001181831.1*SOF1
NM_001181828.1,NM_001181828.1*DRS1
NM_001184559.1,NM_001184559.1*YLL006W-A
NM_001181826.1,NM_001181826.1*MMM1
NM_001181824.1,NM_001181824.1*ORC3
NM_001181823.1,NM_001181823.1*SFI1
NM_001181822.1,NM_001181822.1*RTT109
NM_001181821.1,NM_001181821.1*DNM1
NM_001181892.1,NM_001181892.1*SSL1
NM_001181894.1,NM_001181894.1*NSE1
NM_001181896.1,NM_001181896.1*RLP24
NM_001181898.1,NM_001181898.1*LOT6
NM_001181900.1,NM_001181900.1*GAT3
NM_001181902.1,NM_001181902.1*BRE2
NM_001181904.1,NM_001181904.1*MEU1
NM_001181906.1,NM_001181906.1*PSR2
NM_001181908.1,NM_001181908.1*IRC25
NM_001181912.1,NM_001181912.1*SNF7
NR_132204.1,NR_132204.1*snR30
NM_001181917.1,NM_001181917.1*YLR030W
NM_001181918.1,NM_001181918.1*YLR031W
NM_001181919.1,NM_001181919.1*RAD5
NM_001181920.1,NM_001181920.1*RSC58
NM_001181935.1,NM_001181935.1*RPS0B
NM_001181939.1,NM_001181939.1*IES3
NM_001181943.1,NM_001181943.1*ERG3
NM_001181944.1,NM_001181944.1*MNL2
NM_001181947.1,NM_001181947.1*FRS1
NM_001181948.1,NM_001181948.1*RPL22A
NM_001181950.1,NM_001181950.1*BMT6
NM_001181951.1,NM_001181951.1*PER33
NM_001181953.1,NM_001181953.1*SPC3
NM_001181955.1,NM_001181955.1*FYV7
NM_001181959.1,NM_001181959.1*LAM6
NM_001181962.1,NM_001181962.1*RPL10
NM_001181964.1,NM_001181964.1*FMP25
NM_001181966.1,NM_001181966.1*SIC1
NM_001181967.1,NM_001181967.1*EMP46
NM_001181968.1,NM_001181968.1*GAL2
NM_001181973.1,NM_001181973.1*SMC4
NM_001181975.1,NM_001181975.1*GAA1
NM_001181977.1,NM_001181977.1*XDJ1
NM_001181978.1,NM_001181978.1*GEP5
NM_001181979.1,NM_001181979.1*SUL2
NM_001181983.1,NM_001181983.1*KIN2
NM_001184484.1,NM_001184484.1*MIM2
NM_001181987.1,NM_001181987.1*ERG27
NM_001181991.1,NM_001181991.1*LCL2
NM_001181994.1,NM_001181994.1*REX3
NR_132206.1,NR_132206.1*snR6
NM_001181996.1,NM_001181996.1*AHP1
NM_001348854.1,NM_001348854.1*YLR111W
NM_001348855.1,NM_001348855.1*YLR112W
NM_001182000.1,NM_001182000.1*HOG1
rna-tR(ACG)L,rna-tR(ACG)L*tR(ACG)L
NM_001182002.1,NM_001182002.1*CFT2
NM_001182003.1,NM_001182003.1*MSL5
NM_001182006.1,NM_001182006.1*SRN2
NM_001182012.1,NM_001182012.1*YLR125W
NM_001182015.1,NM_001182015.1*DCN1
NM_001182016.1,NM_001182016.1*DIP2
NM_001182020.1,NM_001182020.1*CKI1
NM_001182021.1,NM_001182021.1*PDC5
NM_001182022.1,NM_001182022.1*SLX4
NM_001182024.1,NM_001182024.1*RKM5
NM_001182025.1,NM_001182025.1*NHA1
NM_001182028.1,NM_001182028.1*RRN5
NM_001182029.1,NM_001182029.1*PUT1
rna-tD(GUC)L1,rna-tD(GUC)L1*tD(GUC)L1
NM_001182030.1,NM_001182030.1*DPH6
NM_001182032.1,NM_001182032.1*RMP1
NM_001184685.1,NM_001184685.1*YLR146W-A
NM_001182035.1,NM_001182035.1*PEP3
NM_001182037.1,NM_001182037.1*STM1
NM_001184514.1,NM_001184514.1*TAR1
NR_132215.1,NR_132215.1*RDN5-1
NR_132224.1,NR_132224.1*RDN5-2
NM_001182043.1,NM_001182043.1*YLR156W
NR_132225.1,NR_132225.1*RDN5-3
NM_001184608.1,NM_001184608.1*YLR157W-D
NM_001184609.1,NM_001184609.1*YLR157W-E
NR_132226.1,NR_132226.1*RDN5-4
NM_001182046.1,NM_001182046.1*YLR159W
NR_132227.1,NR_132227.1*RDN5-5
NM_001182048.1,NM_001182048.1*YLR161W
NR_132228.1,NR_132228.1*RDN5-6
NM_001182049.1,NM_001182049.1*YLR162W
NM_001184566.1,NM_001184566.1*RRT15
NM_001182051.1,NM_001182051.1*SHH4
NM_001182054.1,NM_001182054.1*RPS31
NM_001182060.1,NM_001182060.1*YLR173W
NM_001182061.1,NM_001182061.1*IDP2
NM_001182062.1,NM_001182062.1*CBF5
NM_001182064.1,NM_001182064.1*YLR177W
NM_001182067.1,NM_001182067.1*SAM1
NM_001182069.1,NM_001182069.1*SWI6
NM_001182072.1,NM_001182072.1*RPL37A
NM_001182073.1,NM_001182073.1*EMG1
NM_001182074.1,NM_001182074.1*SKG3
NM_001182075.1,NM_001182075.1*MDL1
NM_001182077.1,NM_001182077.1*MMR1
NM_001182078.1,NM_001182078.1*PEX13
NM_001182083.1,NM_001182083.1*PWP1
NM_001182084.1,NM_001182084.1*NOP56
NM_001182087.1,NM_001182087.1*YKE2
NM_001182091.1,NM_001182091.1*QRI5
NM_001182093.1,NM_001182093.1*ENT2
NM_001182094.1,NM_001182094.1*HRD3
NM_001182095.1,NM_001182095.1*SEC13
NM_001182097.1,NM_001182097.1*CLB4
NM_001182101.1,NM_001182101.1*FRE1
NM_001182106.1,NM_001182106.1*MSC3
NM_001182107.1,NM_001182107.1*CCC1
NM_001182111.1,NM_001182111.1*UCC1
NM_001182113.1,NM_001182113.1*BUR2
NM_001184407.1,NM_001184407.1*YLR227W-A
NM_001184408.2,NM_001184408.2*YLR227W-B
NM_001182121.1,NM_001182121.1*TOP3
NM_001182124.1,NM_001182124.1*THI7
NM_001182125.1,NM_001182125.1*FAR10
NM_001182127.1,NM_001182127.1*VPS34
NM_001182128.1,NM_001182128.1*CSC1
NM_001182130.1,NM_001182130.1*GPN3
NM_001182133.1,NM_001182133.1*ERF2
rna-tL(CAA)L,rna-tL(CAA)L*tL(CAA)L
NM_001182135.1,NM_001182135.1*RCK2
NM_001182136.1,NM_001182136.1*YEF3
NM_001182137.1,NM_001182137.1*SSP120
NM_001182138.1,NM_001182138.1*SYM1
NM_001182140.1,NM_001182140.1*MCP2
NM_001182143.1,NM_001182143.1*HAP1
NM_001184409.1,NM_001184409.1*YLR256W-A
NM_001182144.1,NM_001182144.1*YLR257W
NM_001182145.1,NM_001182145.1*GSY2
NM_001182147.1,NM_001182147.1*LCB5
NM_001182150.1,NM_001182150.1*RED1
NM_001182151.1,NM_001182151.1*RPS28B
NM_001182154.1,NM_001182154.1*BOP2
NM_001182155.1,NM_001182155.1*SEC22
NM_001182157.1,NM_001182157.1*DCS1
NM_001182158.1,NM_001182158.1*CMG1
NM_001182161.1,NM_001182161.1*MCM5
NM_001182162.1,NM_001182162.1*SMD2
NM_001182170.1,NM_001182170.1*YLR283W
NM_001182172.1,NM_001182172.1*NNT1
NM_001182177.1,NM_001182177.1*GUF1
NM_001348859.1,NM_001348859.1*YLR296W
NM_001182185.1,NM_001182185.1*YLR297W
NM_001182187.1,NM_001182187.1*ECM38
NM_001182188.1,NM_001182188.1*EXG1
NM_001182189.1,NM_001182189.1*HRI1
rna-tL(UAG)L2,rna-tL(UAG)L2*tL(UAG)L2
NM_001182191.1,NM_001182191.1*MET17
rna-tI(AAU)L1,rna-tI(AAU)L1*tI(AAU)L1
NM_001182194.1,NM_001182194.1*UBC12
NM_001182195.1,NM_001182195.1*CDA1
NM_001182196.1,NM_001182196.1*CDA2
NM_001182201.1,NM_001182201.1*MRPL15
NM_001182204.1,NM_001182204.1*NKP2
NM_001182207.2,NM_001182207.2*EST2
NM_001182209.1,NM_001182209.1*MMS22
NM_001182213.1,NM_001182213.1*PEX30
NM_001182215.1,NM_001182215.1*YLR326W
rna-tX(XXX)L,rna-tX(XXX)L*tX(XXX)L
NM_001182217.1,NM_001182217.1*NMA1
NM_001182218.1,NM_001182218.1*REC102
NM_001182219.1,NM_001182219.1*CHS5
NM_001182221.1,NM_001182221.1*MID2
rna-tD(GUC)L2,rna-tD(GUC)L2*tD(GUC)L2
rna-tE(UUC)L,rna-tE(UUC)L*tE(UUC)L
NM_001182224.1,NM_001182224.1*NUP2
NM_001182229.1,NM_001182229.1*RPP0
NM_001182230.1,NM_001182230.1*SPO77
NM_001182231.1,NM_001182231.1*FKS1
NM_001184569.1,NM_001184569.1*YLR342W-A
NM_001182232.1,NM_001182232.1*GAS2
rna-tR(CCG)L,rna-tR(CCG)L*TRR4
NM_001182233.1,NM_001182233.1*RPL26A
NM_001182234.1,NM_001182234.1*YLR345W
NM_001182239.1,NM_001182239.1*ORM2
NM_001182241.1,NM_001182241.1*YLR352W
NM_001182242.1,NM_001182242.1*BUD8
NM_001182245.1,NM_001182245.1*ATG33
NM_001182246.1,NM_001182246.1*RSC2
NM_001182248.1,NM_001182248.1*ADE13
NM_001182249.3,NM_001182249.3*VPS38
NM_001182251.1,NM_001182251.1*STE11
NM_001184486.1,NM_001184486.1*YLR363W-A
NM_001182253.3,NM_001182253.3*GRX8
NM_001348862.1,NM_001348862.1*YLR365W
NM_001182256.1,NM_001182256.1*RPS22B
NR_132232.1,NR_132232.1*snR44
NM_001182257.3,NM_001182257.3*MDM30
NM_001182258.1,NM_001182258.1*SSQ1
NM_001182260.1,NM_001182260.1*ROM2
NM_001182261.3,NM_001182261.3*ELO3
NM_001182264.3,NM_001182264.3*STP3
rna-tK(UUU)L,rna-tK(UUU)L*tK(UUU)L
NM_001182269.3,NM_001182269.3*CSR1
NM_001182270.1,NM_001182270.1*CTF3
NM_001182272.1,NM_001182272.1*SMC6
NM_001182275.3,NM_001182275.3*VAC14
NM_001182277.3,NM_001182277.3*RPS29A
NR_132233.1,NR_132233.1*snR34
NM_001182279.3,NM_001182279.3*ECM19
NM_001184303.1,NM_001184303.1*CCW14
NM_001182281.1,NM_001182281.1*ATP10
NM_001182282.3,NM_001182282.3*CST9
NM_001182291.1,NM_001182291.1*SFP1
NM_001182292.3,NM_001182292.3*SEI1
NM_001182293.1,NM_001182293.1*DUS4
NM_001182295.4,NM_001182295.4*YLR407W
NM_001182298.1,NM_001182298.1*VIP1
NM_001184410.1,NM_001184410.1*YLR410W-A
NM_001184411.4,NM_001184411.4*YLR410W-B
NM_001182299.3,NM_001182299.3*CTR3
NM_001182300.1,NM_001182300.1*BER1
NM_001182301.1,NM_001182301.1*INA1
NM_001182305.3,NM_001182305.3*VPS36
NM_001182307.3,NM_001182307.3*YLR419W
NM_001182308.1,NM_001182308.1*URA4
NM_001182310.1,NM_001182310.1*DCK1
NM_001182312.1,NM_001182312.1*SPP382
NM_001182313.3,NM_001182313.3*TUS1
NM_001182314.1,NM_001182314.1*TDA5
NM_001182315.3,NM_001182315.3*MAG2
NM_001182317.1,NM_001182317.1*CRN1
NM_001182318.3,NM_001182318.3*SEN1
NM_001182320.3,NM_001182320.3*IMD3
NM_001182323.3,NM_001182323.3*TSR2
NM_001182326.1,NM_001182326.1*CAR2
NM_001182327.1,NM_001182327.1*MRPL4
NM_001182331.1,NM_001182331.1*ECM7
NM_001182333.3,NM_001182333.3*GMC2
NM_001182334.1,NM_001182334.1*YLR446W
NM_001182336.1,NM_001182336.1*RPL6B
NM_001182337.3,NM_001182337.3*FPR4
NM_001182338.1,NM_001182338.1*HMG2
NM_001182339.3,NM_001182339.3*LEU3
NM_001182342.1,NM_001182342.1*FMP27
NM_001182343.3,NM_001182343.3*PDP3
NM_001182344.1,NM_001182344.1*YLR456W
NM_001182347.1,NM_001182347.1*GAB1
NM_001182349.1,NM_001182349.1*PAU4
NM_001182350.3,NM_001182350.3*YLR462W
NM_001182352.1,NM_001182352.1*YLR464W
NM_001182354.3,NM_001182354.3*YRF1-4
NM_001182355.3,NM_001182355.3*YRF1-5
NM_001181887.1,NM_001181887.1*YLL067C
NM_001181886.1,NM_001181886.1*YLL066C
NM_001181884.1,NM_001181884.1*PAU18
NM_001181883.1,NM_001181883.1*AYT1
NM_001181882.1,NM_001181882.1*MHT1
NM_001181880.1,NM_001181880.1*GTT2
NM_001181877.1,NM_001181877.1*JLP1
NM_001181876.1,NM_001181876.1*YLL056C
NM_001181874.2,NM_001181874.2*YLL054C
NM_001181873.1,NM_001181873.1*YLL053C
NM_001181872.1,NM_001181872.1*AQY2
NM_001181871.1,NM_001181871.1*FRE6
NM_001181870.1,NM_001181870.1*COF1
NM_001181868.1,NM_001181868.1*YBT1
NM_001181866.1,NM_001181866.1*RNP1
NM_001181865.1,NM_001181865.1*RPL8B
NM_001181862.1,NM_001181862.1*ATG10
NM_001181861.1,NM_001181861.1*SDH2
NM_001181860.1,NM_001181860.1*VPS13
NM_001181859.1,NM_001181859.1*UBI4
NM_001181858.1,NM_001181858.1*ENT4
NM_001181856.1,NM_001181856.1*PRP19
NM_001181854.1,NM_001181854.1*RIX7
NM_001181852.1,NM_001181852.1*YLL032C
NM_001181851.1,NM_001181851.1*GPI13
NM_001348853.1,NM_001348853.1*RRT7
NM_001181844.1,NM_001181844.1*SSA2
NM_001181843.1,NM_001181843.1*POM33
NM_001181842.1,NM_001181842.1*HIF1
NM_001181839.1,NM_001181839.1*KNS1
NM_001184338.1,NM_001184338.1*COX19
NM_001181838.1,NM_001181838.1*DPS1
NM_001181833.1,NM_001181833.1*PUF3
NM_001181830.1,NM_001181830.1*PSR1
NM_001181829.1,NM_001181829.1*COX17
NM_001181827.1,NM_001181827.1*LMO1
NM_001181825.1,NM_001181825.1*SPO75
NM_001181888.1,NM_001181888.1*YLR001C
NM_001181889.1,NM_001181889.1*NOC3
NM_001181890.1,NM_001181890.1*CMS1
NM_001181891.1,NM_001181891.1*THI73
NM_001181893.1,NM_001181893.1*SSK1
NM_001181895.1,NM_001181895.1*PAM18
NM_001181897.1,NM_001181897.1*TEN1
rna-tS(AGA)L,rna-tS(AGA)L*tS(AGA)L
NM_001181899.1,NM_001181899.1*YLR012C
NM_001181901.1,NM_001181901.1*PPR1
NM_001181903.1,NM_001181903.1*PML1
NM_001181905.1,NM_001181905.1*POM34
NM_001181907.1,NM_001181907.1*YEH2
NM_001181909.1,NM_001181909.1*SDO1
NM_001181910.1,NM_001181910.1*IZH3
NM_001181911.2,NM_001181911.2*UBR2
NM_001181913.1,NM_001181913.1*SED5
NM_001181914.1,NM_001181914.1*AAT2
NM_001181915.1,NM_001181915.1*ADE16
NM_001181916.1,NM_001181916.1*RPL15A
NM_001181921.2,NM_001181921.2*SMF3
NM_001181922.1,NM_001181922.1*MLH2
rna-tA(UGC)L,rna-tA(UGC)L*tA(UGC)L
NM_001184318.1,NM_001184318.1*YLR035C-A
NM_001181923.1,NM_001181923.1*YLR036C
NM_001181924.1,NM_001181924.1*PAU23
NM_001181925.1,NM_001181925.1*COX12
NM_001181926.1,NM_001181926.1*RIC1
NM_001181927.1,NM_001181927.1*AFB1
NM_001181929.1,NM_001181929.1*YLR042C
NM_001181930.1,NM_001181930.1*TRX1
NM_001181931.1,NM_001181931.1*PDC1
NM_001181932.1,NM_001181932.1*STU2
NM_001181933.1,NM_001181933.1*YLR046C
NM_001181934.1,NM_001181934.1*FRE8
NM_001181936.1,NM_001181936.1*YLR049C
NM_001181937.1,NM_001181937.1*YLR050C
NM_001181938.1,NM_001181938.1*FCF2
NM_001181940.1,NM_001181940.1*YLR053C
NM_001181941.1,NM_001181941.1*OSW2
NM_001181942.1,NM_001181942.1*SPT8
NM_001181945.1,NM_001181945.1*SHM2
NM_001181946.1,NM_001181946.1*REX2
NM_001181952.1,NM_001181952.1*ENV10
NM_001181954.1,NM_001181954.1*PET309
NM_001181956.1,NM_001181956.1*MEF1
NM_001181957.1,NM_001181957.1*XYL2
NM_001181958.1,NM_001181958.1*RGR1
NM_001181960.1,NM_001181960.1*RFU1
NM_001181961.1,NM_001181961.1*BUD20
NM_001181965.1,NM_001181965.1*BOS1
NM_001181969.1,NM_001181969.1*SRL2
NM_001181970.1,NM_001181970.1*EMP70
NM_001181971.1,NM_001181971.1*RAX2
NM_001181972.1,NM_001181972.1*ARP6
NM_001181974.1,NM_001181974.1*CSF1
NM_001181976.1,NM_001181976.1*ALT1
NM_001181980.1,NM_001181980.1*NYV1
